,tweet,language
1479,region major challenges associated peace security trust deficit main reason challenges increasing radicalization pm shri,en
1480,recent events afghanistan made current situation even clear sco needs take proactive steps regard pm,en
1481,year celebrating sco th anniversary new friends joining us welcome iran new partner also welcome saudi arabia qatar egypt new dialogue partners sco expansion shows increasing effect sco pm shri,en
1482,pm shri remarks plenary session sco summit,en
1483,rt seva aur samarpan abhiyan bjp hq new delhi,en
1484,rt people manipur wishing hon ble pm ji happy birthday st birthday,en
1485,,hi
1486,,or
1487,,hi
1488,,hi
1489,pm,en
1490,pm,en
1491,pm,en
1492,congratulations young dynamic leader sh becoming minister gujarat government may mahaprabhu jagannath bless take forward vision development envisaged pm sh ji,en
1493,meeting honourable minister sh ji along mla puri shri jayant sarangi ji discussions various projects related puri,en
1494,rt received national spokesperson sh ji amp puri mla sh ji office today,en
1495,,hi
1496,,hi
1497,rt clearly indicates odisha stree shakti politics revered babu need,en
1498,,hi
1499,,hi
1500,,hi
1501,,hi
1502,birthday wishes national secretay shri ji may mahaprabhu jagannath bless long healthy life jay jagannath folded hands,en
1503,,hi
1504,raining delhi,en
1505,live pm shri inaugurates defence offices complexes new delhi,en
1506,folded hands,hi
1507,along puri mla sh jayanta sarangi ji meaningful meeting rajya sabha mp ms ji,in
1508,rt getting several interesting inputs month take place th keep sharin,en
1509,,hi
1510,country,und
1511,,und
1512,pm,en
1513,wishing birthday may blessed long healthy life,en
1514,,hi
1515,,hi
1516,,hi
1517,,hi
1518,,hi
1519,,hi
1520,,hi
1521,,hi
1522,,hi
1523,,hi
1524,,hi
1525,,hi
1526,live pm shri lays foundation stone raja mahendra pratap singh state university aligarh,en
1527,rt,hi
1528,,hi
1529,,hi
1530,,hi
1531,,hi
1532,along sh ji sh amp sh kk sharma ji held discussions media elections honourable cm sh ji state president sh ji deputy cm sh ji amp gs org sh ji,en
1533,rt,hi
1534,participated amp addressed media workshop organised lucknow workshop gracious presence honourable cm sh ji president state bjp sh ji gs org sh ji,en
1535,,hi
1536,india india administers crore clapping hands clapping hands thanks folded hands made possible kudos every citizen part,en
1537,rt,hi
1538,congratulations shri ji taking oath chief minister gujarat hope gujarat scale new heights development energetic leadership,en
1539,rt,hi
1540,thanks sh ji kind words folded hands folded hands,en
1541,congratulations shri ji elected new chief minister gujarat pace development gujarat accelerate guidance prime minister shri ji leadership shri bhupendra patel ji,en
1542,pm shri memorable interaction paralympic champions,en
1543,rt interaction champions brought back pride glory tokyo watch interesting interaction ou,en
1544,best ever performance tokyo paralympics pm shri ji hosted champions engaged heart heart endearing talk,en
1545,,hi
1546,,hi
1547,,hi
1548,,hi
1549,bjp national president shri launches booth vijay abhiyan,en
1550,rt,hi
1551,chair tamil studies bhu,hi
1552,,hi
1553,,hi
1554,,hi
1555,,hi
1556,,hi
1557,,hi
1558,along media incharge sh amp sh mahendra pandey ji congratulated sh ji appointed chairman national minority commission,en
1559,,hi
1560,,hi
1561,,hi
1562,,hi
1563,rt folded hands medium light skin tone,or
1564,rt,or
1565,rt,or
1566,,or
1567,unmissable debate pm,en
1568,pm,en
1569,pm,en
1570,rt,hi
1571,heartiest congratulations lt gen ji appointed governor uttarakhand jay hind,en
1572,,hi
1573,wishing occasion shri ganesh chaturthi,hi
1574,pm,en
1575,brics alliance green tourism another new initiative initiative benefit citizens keep brics contemporary future pm shri,en
1576,also adapted brics counter terrorism action plan space agencies also working together remote sensing satellite constellations intra brics trade get easier better cooperation customs departments pm shri,en
1577,brics multilateral systems position counter terrorism action plan,und
1578,technology health access innovative,hi
1579,brics intra brics cooperation continuity consolidation consensus,hi
1580,brics started several strong organizations new development bank contingency reserve arrangement energy research cooperation platform pm shri,en
1581,last decades brics achieved lot today effective voice global economy recovering platform also effective bring attention needs developing countries pm shri,en
1582,,hi
1583,live pm shri remarks th brics summit,en
1584,pm,en
1585,congratulated union minister shri ji appointed election prabhari manipur manipur fortunate ardent organiser sh bhupendra ji election incharge benefit largely experience,en
1586,,hi
1587,rt pli scheme textiles india seeks emerge hub global textiles manufacturing pli scheme,en
1588,rt textiles sector plays vital role economy order give boost sector strengthen,en
1589,modi govt approved pli scheme textile sector govt provide incentives worth rs crore years generating direct employment opportunities lakh people,en
1590,leadership pm sh ji government increased msp rabi crops marketing season return farmers cost production estimated highest case wheat rapeseed amp mustard read,en
1591,pm,en
1592,pm,en
1593,world largest vaccination programme gathering speed crore vaccine doses administered days far crore vaccine doses administered,en
1594,bjp road show ranpur puri jay jagannath folded hands,en
1595,education powerful weapon changing world best wishes everyone occasion international literacy day,en
1596,folded hands,hi
1597,,hi
1598,l,or
1599,participated addressed karyakartta sammilani gopalpur mandal ranpur assembly constituency along former minister smt ji nayagarh district president sh lala manoj kumar ray ji zilla parishad sh niranjan mishra ji,en
1600,l l,or
1601,interacted people gopalpur g p ranpur assembly constituency received love affection towards,en
1602,rt today key initiatives relating nep launched strengthen efforts ensure qualitative change,en
1603,l,or
1604,played volleyball young friends gopalpur village ranpur mandal ranpur assembly constituency,en
1605,l,or
1606,participated rally ranpur gopalpur attend mandal karyakarta meeting along former minister smt ji,en
1607,attended mandal meeting addressed bjp workers ranpur gramin mandal ranpur assembly constituency puri lok sabha along former minister smt ji zilla parishad sh niranjan mishra ji,en
1608,l,or
1609,l,or
1610,took blessings maa tarini participated rally along former minister bjp mla candidate ranpur smt ji bjp workers brajrajpur panchayat ranpur gramin mandal ranpur assembly constituency puri lok sabha,en
1611,modi government making healthcare education accessible mbbs seats increased pg seats increased new aiims operationalised others pipeline,en
1612,gross enrollment girls higher education increased,en
1613,record indian universities made world university rankings last year number students higher education also increased crore crore,en
1614,focusing higher education modi government set two colleges every day since first ever forensic university rail amp transport university also established,en
1615,modi govt strengthening india higher education new iit iim opened every year since one university set every week since ladakh got first ever central university universities opened northeast,en
1616,l,or
1617,reached ranpur bjp party office welcomed former minister mla candidate ranpur assembly constituency smt ji,en
1618,professional,hi
1619,,hi
1620,foundational literacy numeracy mission,hi
1621,inclusive equitable talking audio,hi
1622,,hi
1623,formulation nep implementation academicians experts teachers others key roles play take participation new level integrate society well pm,en
1624,covid witnessed capabilities education sector lot challenges solved challenges swiftly online classes group video calls online exams terms heard many earlier pm,en
1625,,hi
1626,,hi
1627,pm shri ji addresses inaugural conclave,en
1628,,or
1629,reached bhubaneswar started tour towards ranpur assembly constituency puri lok sabha,en
1630,rt,hi
1631,pm,en
1632,pm,en
1633,rt fir,hi
1634,rt,hi
1635,rt,hi
1636,rt,hi
1637,rt,hi
1638,rt,hi
1639,rt,hi
1640,rt,hi
1641,rt live press byte dr bjp headquarters new delhi,en
1642,organic chemical,hi
1643,,hi
1644,,hi
1645,,hi
1646,,hi
1647,,hi
1648,,hi
1649,,hi
1650,eligible,hi
1651,,hi
1652,live pm shri interaction healthcare workers amp covid vaccination beneficiaries himachal pradesh,en
